rwp_mean
4.524277721900036298e+00
1.296492539406701994e+01
8.152128160077049657e+00
7.740494241669587439e+00
8.565726567356872323e+00
2.920018658061761752e+00
1.188579508553231356e+01
4.000433946565033594e+00
1.667986972318482808e+00
5.933519457174801559e+00
1.128774569548058437e+01
1.306838956478985914e+01
3.624310369226673156e+00
1.330542486360130638e+01
5.171783768128578096e+00
3.256440173710763442e-01
6.284715522335974747e+00
8.399875144470566823e+00
1.021245788365189178e+01
8.507116833287637903e+00
5.964221549575741133e-01
1.502712556714457826e+01
7.395242790267778865e+00
9.672701633564033230e+00
6.953012337620832817e+00
4.576499436311673996e+00
2.906243943682942366e+00
1.036651310389123637e+01
