transition_time
6.532663425021701187e+01
3.174415364583333243e+01
6.045594672309027118e+01
4.417757486979166259e+01
3.005548502604166572e+01
6.573911702473958485e+01
5.558391818576389198e+01
6.397517388237847058e+01
3.318683702256944912e+01
4.719105251736110773e+01
7.128745524088540719e+01
2.404475179036458243e+01
7.715169270833332149e+00
4.434764756944444741e+01
4.489240261501736029e+01
5.828700629340276862e+01
4.578276638454860858e+01
5.739675455729166487e+01
5.449443684895832973e+01
7.063538628472221603e+01
5.771379340277778169e+01
6.967212565104166799e+01
3.828659993489583258e+01
6.774268988715276407e+01
5.474979709201389255e+01
2.089288595920138647e+01
5.384276475694444741e+01
7.024380208333333542e+01
3.576097162543402419e+01
8.335738362630209508e+01
7.249318332248263630e+01
7.649130208333333769e+01
6.386212239583333172e+01
8.553294840494791629e+01
